Public Key,Stacks Address,Stacked Amount,Weight
02c770af1c0316b42d50bb2f7720f473a7393a53878a212f1f573b23b8fecc1b35,SPG5S9H5P6AWN1Q6B1YHJNY1HC48KA9C2X1ZGVJ1,9030486000000,75
02f1d20141d8ea2c4b068bcaa12061f02f0969af9bf326ff25b9178b8150f3e0b8,SP3A79PK8J7FCNHXNEX9YVK2R36R8KJBPXGCGYW0T,5000000000000,41
0302328212d5e430a8a880f8e2365a8f976ee50490ff030c106866c0b789eae91a,SP1V5J5FSZX5MY3PAXEPR2GHJXYJWKYT78KRHWN0E,2475531962270,20
0303144ba518fe7a0fb56a8a7d488f950307a4330f146e1e1458fc63fb33defe96,SP2H1N2V9S7PEBC0120S3WMEAT32B9N7CGMPSGF16,8515000000000,70
0309126df3691918f25f8872819bc8268e9e1e0d92d0494fa4fb9783589a1392fa,SP3PQ79SSHWE3XDB6YEYQYJYM7X9AVWSXHYFSDHHK,1900000000000,15
0321129d7a3e14cce66abef68b9a3d31d998f14e9a18b09d66aa1110fc604a3b1f,SP29QPET3W3CMS7QRY5RRJAYEJJBGKREM3WKSKWX3,3449000000000,28
034bf45a9161d803e880a6af926f236d2fd965aeb672592cd8db5a0ed1396aee1e,SP21JV1GDZAVZBRPA8P8D338V2DXZPGBQQ7N8SE64,6000000000000,50
034df3feda207a1cd4f31ae2b58f136a0d382d23419ef8d06569fa538202ba8aed,SP19XSSA0KBMJEV9YE2J2A8VBNP7BWX3DEQPJCQ1V,6000000000000,50
03632c3412fc3db64c4efd21cac47714f2408752c9eeec70c2364f814623da77f4,SP2DSHD36STJ97C29X89WKXM74R5YBJMNKQX76C97,27150000000000,226
038b1879ce76e0332b6420144abf959479f206c2e64b07dead643e2885136610ed,SP4GQ297KRGJWGYX1NKAGSF5CF1K0M23ACZDK8B0,32210000000000,268
038b9ddb9808631dd75ccb0b6715b36bb1e391d85d40f1a031e98a332890bed2ea,SPRQ6CK4C9PWBZQKDTV87986KP4ZCEV4SJJQ199J,839990000000,6
039dc5297b92c1f6b48f4a68e180b853ff6e8188fb78422652a90b8fe14941adce,SP25FZSGTAVP8CM3WYXCQW65GP684SNDZ8H7CD523,24963192345056,208
03a541c1ec2cfb32da48cfadf439c9b2f27d166bbffa18a178c7a6a0d54cfa7813,SPTY3CVEZGHBRR3XQ4QS206B13HMEFB04NQ62NMS,6150000000000,51
03b42ff50ea79b0dcee6a8e90610fb9f3cd00ce29769cc278dee2e446ab105722a,SP39TJ1GJWVTJH7JMYSESJTYGG5E2GECY97NP404A,29819000000000,248
03cc1da6f6235699284987f7d3a98a950b0c693cdbed87ab33c04f61e2dfb6a177,SPKTP50NFJVXCFRZ8ZHY7MGF3Z3AAM9RZBNKPM6A,6000000000000,50
03cef32afac202346ac76a28e81e77ed497c3f22ce20ac54b496950b4ef0b74b2e,SP3JCX4R8MXW0754PSVWSVJAYTZ3CWW5P95C6E0FM,125000000000,1
03e0df37e83e43847625a0320456cb9758050a61ce76c2c130bf50242f27ba6d54,SP1C9GMWB96JGF8EPDN6BR4EYWBVBX77KFPBVW72W,6125050000000,51
03ed732eab6b99b90315f9b58ce9c3e2d1991bc4e9cfa59841535c0ef7dbba38e0,SP1TNSVSEZWDTFVE9DFYXGFW3EAJXXGP6G3SEXMQZ,5555531601331,46
03f84da5be439422d3330859de805b8f7571bcc5159df7dd110f63dd6412c36f7b,SPHYHBQQDRZ5WGXG37VC59M094D3AATRMXSKEGY2,129461000000,1
